dump_addr,size,ref_symbol,ref_addr,ref_size,alignment_score,notes,region,obj,opcode_sim
0x0800f29c,38,backing_store_read_bulk,0x0800d348,38,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,wear_leveling.o,1.000
0x0800f2c2,38,backing_store_write_bulk,0x0800d36e,38,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,wear_leveling.o,1.000
0x0800f2e8,92,wear_leveling_consolidate_force,0x0800d398,108,2.36,match; entry=bl; callgraph 6/6; opsim=0.81,,wear_leveling.o,0.806
0x0800f344,16,<data: literal pool of preceding wear_leveling function>,,,,NOT CODE: nop.w pad + 64-bit FNV-1a offset basis 0xcbf29ce484222325 (wear_leveling.c) + RAM ptr 0x20001704; detector false split,,,
0x0800f354,24,wear_leveling_consolidate_if_needed,0x0800d404,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,wear_leveling.o,1.000
0x0800f36c,40,wear_leveling_append_raw,0x0800d41c,40,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,wear_leveling.o,1.000
0x0800f394,204,wear_leveling_write,0x0800d444,196,2.38,match; callgraph 4/5; opsim=0.90,,wear_leveling.o,0.898
0x0800f460,240,wear_leveling_init,0x0800d508,260,2.57,match; callgraph 7/8; opsim=0.78,,wear_leveling.o,0.775
0x0800f550,12,<data: literal pool of preceding wear_leveling function>,,,,NOT CODE: 64-bit FNV-1a offset basis 0xcbf29ce484222325 + RAM ptr 0x20001704; detector false split,,,
0x0800f55c,24,backing_store_unlock,0x0800d60c,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,wear_leveling_efl.o,1.000
0x0800f574,64,backing_store_erase,0x0800d624,76,1.73,match; entry=bl; callgraph 3/3; opsim=0.69,,wear_leveling_efl.o,0.691
0x0800f5b4,48,backing_store_write,0x0800d670,44,1.15,match; entry=bl; callgraph 2/2; opsim=0.67,,wear_leveling_efl.o,0.667
0x0800f5e4,16,backing_store_lock,0x0800d69c,16,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,wear_leveling_efl.o,1.000
0x0800f5f4,136,backing_store_init,0x0800d6ac,152,3.98,match; entry=bl; callgraph 5/5; opsim=0.92,,wear_leveling_efl.o,0.917
0x0800f67c,68,backing_store_read,0x0800d744,68,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,wear_leveling_efl.o,1.000
0x0800f6c0,224,hsv_to_rgb_impl,0x0800d788,196,3.02,match; opsim=0.73,,color.o,0.731
0x0800f7a0,10,hsv_to_rgb,0x0800d84c,10,1.90,match; opsim=1.00,,color.o,1.000
0x0800f7aa,78,sqrt16,0x0800d856,68,1.82,match; entry=bl; callgraph 4/4; opsim=0.93,,rgb_matrix.o,0.925
0x0800f7f8,36,random8,0x0800d89c,32,1.57,match; entry=bl; callgraph 3/3; opsim=0.91,,rgb_matrix.o,0.909
0x0800f81c,68,sin8_C,0x0800d8bc,76,1.28,match; entry=bl; callgraph 2/2; opsim=0.40,,rgb_matrix.o,0.400
0x0800f860,40,CYCLE_ALL_math,0x0800d908,38,1.75,match; entry=ptr; opsim=0.96,,rgb_matrix.o,0.963
0x0800f888,56,CYCLE_LEFT_RIGHT_math,0x0800d930,56,1.90,match; entry=ptr; opsim=1.00,,rgb_matrix.o,1.000
0x0800f8c0,56,CYCLE_UP_DOWN_math,0x0800d968,56,1.90,match; entry=ptr; opsim=1.00,,rgb_matrix.o,1.000
0x0800f8f8,84,RAINBOW_MOVING_CHEVRON_math,0x0800d9a0,80,1.76,match; entry=ptr; opsim=0.76,,rgb_matrix.o,0.759
0x0800f94c,50,CYCLE_OUT_IN_math,0x0800d9f0,50,1.90,match; entry=ptr; opsim=1.00,,rgb_matrix.o,1.000
0x0800f97e,74,CYCLE_OUT_IN_DUAL_math,0x0800da22,76,2.12,match; entry=ptr; callgraph 1/1; opsim=0.81,,rgb_matrix.o,0.815
0x0800f9c8,80,DUAL_BEACON_math,0x0800da70,80,1.90,match; entry=ptr; opsim=1.00,,rgb_matrix.o,1.000
0x0800fa18,80,RAINBOW_BEACON_math,0x0800dac0,80,1.90,match; entry=ptr; opsim=1.00,,rgb_matrix.o,1.000
0x0800fa68,52,SOLID_REACTIVE_SIMPLE_math,0x0800db10,52,1.90,match; entry=ptr; opsim=1.00,,rgb_matrix.o,1.000
0x0800fa9c,72,SOLID_REACTIVE_WIDE_math,0x0800db44,72,1.90,match; entry=ptr; opsim=1.00,,rgb_matrix.o,1.000
0x0800fae4,120,SOLID_REACTIVE_NEXUS_math,0x0800db8c,120,1.90,match; entry=ptr; opsim=1.00,,rgb_matrix.o,1.000
0x0800fb5c,78,SPLASH_math,0x0800dc04,76,1.82,match; entry=ptr; opsim=0.89,,rgb_matrix.o,0.893
0x0800fbaa,70,SOLID_SPLASH_math,0x0800dc50,68,1.81,match; entry=ptr; opsim=0.98,,rgb_matrix.o,0.980
0x0800fbf0,16,eeconfig_flag_rgb_matrix,0x0800dc94,16,1.90,match; entry=bl; callgraph 1/2; opsim=1.00,,rgb_matrix.o,1.000
0x0800fc00,32,eeconfig_init_rgb_matrix,0x0800dca4,32,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,rgb_matrix.o,1.000
0x0800fc20,70,atan2_8,0x0800dcc4,74,1.24,match; entry=bl; callgraph 3/3; opsim=0.70,,rgb_matrix.o,0.702
0x0800fc66,70,BAND_SPIRAL_VAL_math,0x0800dd0e,68,2.11,match; entry=ptr; callgraph 1/1; opsim=0.94,,rgb_matrix.o,0.939
0x0800fcac,48,CYCLE_PINWHEEL_math,0x0800dd52,48,2.20,match; entry=ptr; callgraph 1/1; opsim=0.94,,rgb_matrix.o,0.941
0x0800fcdc,56,CYCLE_SPIRAL_math,0x0800dd82,52,1.99,match; entry=ptr; callgraph 1/1; opsim=0.95,,rgb_matrix.o,0.947
0x0800fd14,28,eeconfig_flush_rgb_matrix.part.0,0x0800ddb8,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,rgb_matrix.o,1.000
0x0800fd30,8,rgb_matrix_hsv_to_rgb,0x0800ddd4,8,1.90,match; entry=bl; callgraph 11/11; opsim=1.00,,rgb_matrix.o,1.000
0x0800fd38,220,process_rgb_matrix_typing_heatmap,0x0800dddc,224,2.15,match; entry=bl; callgraph 2/2; opsim=0.84,,rgb_matrix.o,0.838
0x0800fe14,44,eeconfig_update_rgb_matrix_default,0x0800debc,44,4.00,match; entry=bl; callgraph 1/2; opsim=1.00,,rgb_matrix.o,1.000
0x0800fe40,4,rgb_matrix_map_row_column_to_led_kb,0x0800dee8,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x0800fe44,40,rgb_matrix_map_row_column_to_led,0x0800deec,40,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,rgb_matrix.o,1.000
0x0800fe6c,12,rgb_matrix_update_pwm_buffers,0x0800df14,12,1.60,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x0800fe78,20,rgb_matrix_set_color,0x0800df20,16,1.00,match; entry=bl; callgraph 13/13; opsim=0.50,,rgb_matrix.o,0.500
0x0800fe8c,88,jellybean_raindrops_set_color.isra.0,0x0800df30,88,2.20,match; entry=bl; callgraph 3/3; opsim=0.89,,rgb_matrix.o,0.893
0x0800fee4,12,rgb_matrix_set_color_all,0x0800df88,12,1.60,match; entry=bl; callgraph 6/8; opsim=1.00,,rgb_matrix.o,1.000
0x0800fef0,368,DIGITAL_RAIN,0x0800df94,364,2.17,match; entry=bl; callgraph 4/4; opsim=0.97,,rgb_matrix.o,0.966
0x08010060,268,process_rgb_matrix,0x0800e100,284,2.03,match; entry=bl; callgraph 4/5; opsim=0.77,,rgb_matrix.o,0.769
0x0801016c,2,rgb_matrix_none_indicators_user,0x0800e21c,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x0801016e,12,rgb_matrix_none_indicators,0x0800e21e,12,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,rgb_matrix.o,1.000
0x0801017a,4,rgb_matrix_indicators_user,0x0800e22a,4,1.90,HOOK-DEFAULT: rgb_matrix_indicators_user (4 B default); match; entry=bl; callgraph 2/2; opsim=1.00,,rgb_matrix.o,1.000
0x0801017e,42,rgb_matrix_get_limits,0x0800e22e,36,1.47,match; entry=bl; callgraph 12/12; opsim=0.80,,rgb_matrix.o,0.800
0x080101a8,220,effect_runner_dx_dy_dist,0x0800e254,232,2.04,match; callgraph 4/4; opsim=0.86,,rgb_matrix.o,0.859
0x08010284,12,BAND_SPIRAL_VAL,0x0800e33c,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010290,12,CYCLE_OUT_IN,0x0800e348,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x0801029c,12,CYCLE_SPIRAL,0x0800e354,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x080102a8,184,effect_runner_dx_dy,0x0800e360,196,2.02,match; callgraph 3/3; opsim=0.83,,rgb_matrix.o,0.829
0x08010360,12,CYCLE_OUT_IN_DUAL,0x0800e424,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x0801036c,12,CYCLE_PINWHEEL,0x0800e430,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010378,152,effect_runner_i,0x0800e43c,172,1.85,match; callgraph 3/3; opsim=0.89,,rgb_matrix.o,0.887
0x08010410,12,CYCLE_ALL,0x0800e4e8,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x0801041c,12,CYCLE_LEFT_RIGHT,0x0800e4f4,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010428,12,CYCLE_UP_DOWN,0x0800e500,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010434,12,RAINBOW_MOVING_CHEVRON,0x0800e50c,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010440,192,effect_runner_sin_cos_i,0x0800e518,212,1.92,match; callgraph 4/4; opsim=0.74,,rgb_matrix.o,0.742
0x08010500,12,DUAL_BEACON,0x0800e5ec,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x0801050c,12,RAINBOW_BEACON,0x0800e5f8,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010518,224,effect_runner_reactive,0x0800e604,244,2.25,match; callgraph 3/3; opsim=0.93,,rgb_matrix.o,0.925
0x080105f8,12,SOLID_REACTIVE_SIMPLE,0x0800e6f8,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010604,300,effect_runner_reactive_splash,0x0800e704,324,1.98,match; callgraph 4/5; opsim=0.84,,rgb_matrix.o,0.836
0x08010730,16,SOLID_REACTIVE_MULTIWIDE,0x0800e848,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010740,16,SOLID_REACTIVE_MULTINEXUS,0x0800e858,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010750,28,SPLASH,0x0800e868,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x0801076c,28,SOLID_SPLASH,0x0800e884,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010788,116,SOLID_COLOR,0x0800e8a0,120,2.10,match; entry=bl; callgraph 4/4; opsim=0.91,,rgb_matrix.o,0.914
0x080107fc,180,BREATHING,0x0800e918,184,2.13,match; entry=bl; callgraph 5/6; opsim=0.89,,rgb_matrix.o,0.891
0x080108b0,112,JELLYBEAN_RAINDROPS,0x0800e9d0,120,2.00,match; entry=bl; callgraph 4/4; opsim=0.90,,rgb_matrix.o,0.897
0x08010920,300,TYPING_HEATMAP,0x0800ea48,320,2.01,match; entry=bl; callgraph 7/7; opsim=0.54,,rgb_matrix.o,0.535
0x08010a4c,512,rgb_task_render,0x0800eb88,520,2.45,match; entry=bl; callgraph 29/29; opsim=0.98,,rgb_matrix.o,0.982
0x08010c4c,8,rgb_matrix_indicators_advanced_kb,0x0800ed94,8,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010c54,28,rgb_matrix_indicators_advanced,0x0800ed9c,26,1.99,match; callgraph 2/2; opsim=0.90,,rgb_matrix.o,0.900
0x08010c70,100,rgb_matrix_init,0x0800edb8,100,1.90,match; entry=bl; callgraph 6/6; opsim=1.00,,rgb_matrix.o,1.000
0x08010cd4,32,rgb_matrix_disable_noeeprom,0x0800ee1c,32,1.90,match; opsim=1.00,,rgb_matrix.o,1.000
0x08010cf4,16,rgb_matrix_is_enabled,0x0800ee3c,16,1.90,match; entry=bl; callgraph 9/9; opsim=1.00,,rgb_matrix.o,1.000
0x08010d04,60,rgb_matrix_mode_eeprom_helper,0x0800ee4c,64,1.71,match; opsim=0.88,,rgb_matrix.o,0.875
0x08010d40,8,rgb_matrix_mode,0x0800ee8c,6,1.15,match; entry=bl; callgraph 1/1; opsim=0.80,,rgb_matrix.o,0.800
0x08010d48,28,rgb_matrix_step_helper,0x0800ee94,32,1.52,match; opsim=0.87,,rgb_matrix.o,0.870
0x08010d64,8,rgb_matrix_step,0x0800eeb4,6,1.15,match; entry=ptr; opsim=0.80,,rgb_matrix.o,0.800
0x08010d6c,32,rgb_matrix_step_reverse_helper,0x0800eebc,32,1.90,match; opsim=1.00,,rgb_matrix.o,1.000
0x08010d8c,8,rgb_matrix_step_reverse,0x0800eedc,6,1.15,match; entry=ptr; opsim=0.80,,rgb_matrix.o,0.800
0x08010d94,36,rgb_matrix_sethsv_eeprom_helper,0x0800eee4,32,1.57,match; entry=bl; callgraph 1/1; opsim=0.86,,rgb_matrix.o,0.857
0x08010db8,20,rgb_matrix_increase_hue_helper,0x0800ef04,20,1.90,match; opsim=1.00,,rgb_matrix.o,1.000
0x08010dcc,8,rgb_matrix_increase_hue,0x0800ef18,6,1.15,match; entry=ptr; opsim=0.80,,rgb_matrix.o,0.800
0x08010dd4,28,rgb_matrix_decrease_hue_helper,0x0800ef20,28,1.90,match; opsim=0.86,,rgb_matrix.o,0.857
0x08010df0,8,rgb_matrix_decrease_hue,0x0800ef3c,6,1.15,match; entry=ptr; opsim=0.80,,rgb_matrix.o,0.800
0x08010df8,36,rgb_matrix_increase_sat_helper,0x0800ef44,32,1.57,match; opsim=0.89,,rgb_matrix.o,0.889
0x08010e1c,8,rgb_matrix_increase_sat,0x0800ef64,6,1.15,match; entry=ptr; opsim=0.80,,rgb_matrix.o,0.800
0x08010e24,32,rgb_matrix_decrease_sat_helper,0x0800ef6c,32,1.90,match; opsim=0.87,,rgb_matrix.o,0.870
0x08010e44,8,rgb_matrix_decrease_sat,0x0800ef8c,6,1.15,match; entry=ptr; opsim=0.80,,rgb_matrix.o,0.800
0x08010e4c,104,rgb_matrix_increase_val_helper+rgb_matrix_toggle_eeprom_helper,0x0800ef94,100,2.08,merge2A; entry=bl; callgraph 4/5; refs=rgb_matrix_increase_val_helper+rgb_matrix_toggle_eeprom_helper,,rgb_matrix.o,
0x08010eb4,8,rgb_matrix_toggle,0x0800eff8,6,1.15,match; entry=bl; callgraph 1/1; opsim=0.80,,rgb_matrix.o,0.800
0x08010ebc,52,rgb_matrix_enable_noeeprom,0x0800f000,52,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,rgb_matrix.o,1.000
0x08010ef0,36,rgb_matrix_enable,0x0800f034,36,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,,rgb_matrix.o,1.000
0x08010f14,8,rgb_matrix_increase_val,0x0800f058,6,1.15,match; entry=ptr; opsim=0.80,,rgb_matrix.o,0.800
0x08010f1c,56,rgb_matrix_decrease_val_helper,0x0800f060,56,2.20,match; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010f54,8,rgb_matrix_decrease_val,0x0800f098,6,1.15,match; entry=ptr; opsim=0.80,,rgb_matrix.o,0.800
0x08010f5c,24,rgb_matrix_increase_speed_helper,0x0800f0a0,24,1.90,match; opsim=1.00,,rgb_matrix.o,1.000
0x08010f74,8,rgb_matrix_increase_speed,0x0800f0b8,6,1.15,match; entry=ptr; opsim=0.80,,rgb_matrix.o,0.800
0x08010f7c,20,rgb_matrix_decrease_speed_helper,0x0800f0c0,20,1.90,match; opsim=1.00,,rgb_matrix.o,1.000
0x08010f90,8,rgb_matrix_decrease_speed,0x0800f0d4,6,1.15,match; entry=ptr; opsim=0.80,,rgb_matrix.o,0.800
0x08010f98,12,rgb_matrix_disable_timeout_set,0x0800f0dc,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,rgb_matrix.o,1.000
0x08010fa4,12,rgb_matrix_disable_time_reset,0x0800f0e8,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010fb0,28,rgb_matrix_timeouted,0x0800f0f4,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08010fcc,24,rgb_matrix_driver_shutdown,0x0800f110,24,1.60,match; entry=bl; callgraph 2/2; opsim=1.00,,rgb_matrix.o,1.000
0x08010fe4,24,rgb_matrix_driver_exit_shutdown,0x0800f128,24,1.60,match; entry=bl; callgraph 2/2; opsim=1.00,,rgb_matrix.o,1.000
0x08010ffc,12,rgb_matrix_is_driver_shutdown,0x0800f140,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,rgb_matrix.o,1.000
0x08011008,80,rgb_task_flush,0x0800f14c,80,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,,rgb_matrix.o,1.000
0x08011058,296,rgb_matrix_task,0x0800f19c,292,2.16,match; entry=bl; callgraph 7/8; opsim=0.86,,rgb_matrix.o,0.864
0x08011180,32,rgb_matrix_set_suspend_state,0x0800f2c0,32,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,rgb_matrix.o,1.000
0x080111a0,96,snled27351_write,0x0800f2e0,96,2.20,match; entry=bl; callgraph 7/7; opsim=1.00,,snled27351-spi.o,1.000
0x08011200,24,snled27351_write_register,0x0800f340,22,1.95,match; entry=bl; callgraph 2/2; opsim=0.88,,snled27351-spi.o,0.875
0x08011218,52,snled27351_write_pwm_buffer,0x0800f358,48,1.97,match; entry=bl; callgraph 2/2; opsim=0.86,,snled27351-spi.o,0.865
0x0801124c,236,snled27351_init,0x0800f388,232,3.65,match; entry=bl; callgraph 4/5; opsim=0.99,,snled27351-spi.o,0.989
0x08011338,64,snled27351_set_color,0x0800f470,64,3.40,"match; entry=bl,ptr; callgraph 1/1; opsim=1.00",,snled27351-spi.o,1.000
0x08011378,32,snled27351_set_color_all,0x0800f4b0,30,2.01,match; entry=ptr; callgraph 1/1; opsim=0.97,,snled27351-spi.o,0.966
0x08011398,180,snled27351_set_led_control_register,0x0800f4d0,168,3.20,match; entry=bl; callgraph 1/1; opsim=0.70,,snled27351-spi.o,0.698
0x0801144c,52,snled27351_update_pwm_buffers,0x0800f578,36,1.28,match; entry=bl; callgraph 2/2; opsim=0.69,,snled27351-spi.o,0.690
0x08011480,48,snled27351_update_led_control_registers,0x0800f59c,44,1.95,match; entry=bl; callgraph 2/2; opsim=0.85,,snled27351-spi.o,0.848
0x080114b0,76,snled27351_init_drivers,0x0800f5c8,76,4.20,match; entry=ptr; callgraph 5/5; opsim=0.93,,snled27351-spi.o,0.929
0x080114fc,20,snled27351_flush,0x0800f614,18,1.90,match; entry=ptr; callgraph 1/1; opsim=0.92,,snled27351-spi.o,0.923
0x08011510,12,snled27351_shutdown,0x0800f628,12,3.90,match; entry=ptr; opsim=1.00,,snled27351-spi.o,1.000
0x0801151c,12,snled27351_exit_shutdown,0x0800f634,12,3.90,match; entry=ptr; opsim=1.00,,snled27351-spi.o,1.000
0x08011528,8,handleKeycodeRGB,0x0800f640,6,1.15,match; entry=bl; callgraph 1/1; opsim=0.86,,process_rgb.o,0.857
0x08011530,192,process_rgb,0x0800f648,192,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,,process_rgb.o,1.000
0x080115f0,112,fnv_64a_buf,0x0800f708,112,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,hash_64a.o,1.000
0x08011660,8,encoder_wait_pullup_charge,0x0800f778,8,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,,encoder.o,1.000
0x08011668,104,encoder_init,0x0800f780,104,4.80,match; entry=bl; callgraph 3/3; opsim=0.92,,encoder.o,0.921
0x080116d0,372,encoder_read,0x0800f7e8,364,6.24,match; entry=bl; callgraph 4/4; opsim=0.97,,encoder.o,0.969
0x08011844,76,encoder_inerrupt_read,0x0800f954,72,5.24,match; opsim=0.96,,encoder.o,0.957
0x08011890,4,dip_switch_update_mask_user,0x0800f99c,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,dip_switch.o,1.000
0x08011894,8,dip_switch_update_mask_kb,0x0800f9a0,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,dip_switch.o,1.000
0x0801189c,60,dip_switch_read,0x0800f9a8,64,4.01,match; entry=bl; callgraph 3/3; opsim=0.86,,dip_switch.o,0.857
0x080118d8,28,dip_switch_init,0x0800f9e8,28,4.50,match; entry=bl; callgraph 3/3; opsim=1.00,,dip_switch.o,1.000
0x080118f4,76,process_leader+leader_start_user,0x0800fa50,74,2.22,merge2A; entry=bl; callgraph 6/6; refs=process_leader+leader_start_user,,process_leader.o,
0x08011940,60,leader_start,0x0800fa9c,60,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,leader.o,1.000
0x0801197c,20,leader_end,0x0800fad8,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,leader.o,1.000
0x08011990,12,leader_sequence_active,0x0800faec,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,leader.o,1.000
0x0801199c,36,leader_sequence_add,0x0800faf8,36,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,leader.o,1.000
0x080119c0,28,leader_sequence_timed_out,0x0800fb1c,28,2.20,match; entry=bl; callgraph 3/3; opsim=0.80,,leader.o,0.800
0x080119dc,28,leader_task,0x0800fb38,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,leader.o,1.000
0x080119f8,16,leader_reset_timer [QMK leader.c; absent from ref build],,,,VERIFIED by body: leader_time(@0x20002006) = timer_read() @0x08012574; called from process_leader after leader_sequence_add -> LEADER_PER_KEY_TIMING defined in the user config,,,
0x08011a08,52,leader_sequence_is,0x0800fb54,52,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,leader.o,1.000
0x08011a3c,20,leader_sequence_one_key,0x0800fb88,18,1.90,match; entry=bl; callgraph 2/2; opsim=0.88,,leader.o,0.875
0x08011a50,18,leader_sequence_two_keys,0x0800fb9a,16,1.87,match; entry=bl; callgraph 2/2; opsim=0.86,,leader.o,0.857
0x08011a62,42,times_inv_sqrt2,0x0800fd70,38,1.61,match; entry=bl; callgraph 0/1; opsim=0.81,,mousekey.o,0.812
0x08011a8c,136,move_unit,0x0800fd98,108,0.58,match; entry=bl; callgraph 1/3; opsim=0.30,,mousekey.o,0.304
0x08011b14,112,wheel_unit,0x0800fe04,100,0.88,match; entry=bl; callgraph 1/3; opsim=0.30,,mousekey.o,0.300
0x08011b84,196,mousekey_on,0x0800fe68,196,1.20,match; entry=bl; callgraph 5/6; opsim=0.83,,mousekey.o,0.827
0x08011c48,288,mousekey_off,0x0800ff2c,280,1.32,match; entry=bl; callgraph 3/3; opsim=0.94,,mousekey.o,0.936
0x08011d68,56,mousekey_send,0x08010044,60,2.00,match; entry=bl; callgraph 2/3; opsim=0.65,,mousekey.o,0.650
0x08011da0,44,mousekey_clear,0x08010080,44,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,mousekey.o,1.000
0x08011dcc,36,should_mousekey_report_send,0x080100ac,34,1.73,match; entry=bl; callgraph 0/1; opsim=0.96,,mousekey.o,0.963
0x08011df0,412,mousekey_task,0x080100d0,372,,"VERIFIED by call position: 7th BL of keyboard_task (dump 0x0800e7b8, opsim 0.95, 16 BLs = ref) where the ref calls mousekey_task; sits between should_mousekey_report_send and _process_tap_dance_action_fn exactly as in the ref link order; 412 B vs ref 372 B. DP had merged it with the two space-cadet functions, which are absent from the dump (process_record_quantum has 14 BLs vs ref 17: no process_space_cadet/process_magic/process_grave_esc)",,mousekey.o,
0x08011f8c,6,_process_tap_dance_action_fn,0x08010498,6,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,,process_tap_dance.o,1.000
0x08011f92,38,process_tap_dance_action_on_reset,0x0801049e,36,2.04,match; entry=bl; callgraph 5/5; opsim=0.97,,process_tap_dance.o,0.966
0x08011fb8,72,process_tap_dance_action_on_dance_finished,0x080104c4,72,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,,process_tap_dance.o,1.000
0x08012000,64,preprocess_tap_dance,0x0801050c,64,2.20,match; entry=bl; callgraph 3/3; opsim=0.96,,process_tap_dance.o,0.960
0x08012040,144,process_tap_dance,0x0801054c,144,2.20,match; entry=bl; callgraph 7/7; opsim=1.00,,process_tap_dance.o,1.000
0x080120d0,80,tap_dance_task,0x080105dc,60,0.95,match; entry=bl; callgraph 2/3; opsim=0.83,,process_tap_dance.o,0.833
0x08012120,12,host_set_driver,0x08010618,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,host.o,1.000
0x0801212c,12,host_get_driver,0x08010624,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,host.o,1.000
0x08012138,16,host_keyboard_leds,0x08010630,16,1.90,match; entry=bl; callgraph 4/4; opsim=1.00,,host.o,1.000
0x08012148,8,host_keyboard_led_state,0x08010640,8,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,host.o,1.000
0x08012150,16,host_keyboard_send,0x08010648,16,1.90,match; opsim=1.00,,host.o,1.000
0x08012160,20,host_nkro_send,0x08010658,20,1.90,match; opsim=1.00,,host.o,1.000
0x08012174,20,host_mouse_send,0x0801066c,20,1.90,match; opsim=1.00,,host.o,1.000
0x08012188,48,host_system_send,0x08010680,48,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,,host.o,1.000
0x080121b8,48,host_consumer_send,0x080106b0,48,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,,host.o,1.000
0x080121e8,80,has_anykey,0x080106e0,80,1.90,match; entry=bl; callgraph 1/1; opsim=0.58,,report.o,0.576
0x08012238,100,is_key_pressed,0x08010730,96,1.78,match; entry=bl; callgraph 1/1; opsim=0.47,,report.o,0.466
0x0801229c,44,add_key_byte,0x08010790,44,1.90,match; opsim=1.00,,report.o,1.000
0x080122c8,24,del_key_byte,0x080107bc,24,1.90,match; opsim=1.00,,report.o,1.000
0x080122e0,26,add_key_bit,0x080107d4,24,1.67,match; opsim=0.67,,report.o,0.667
0x080122fa,34,del_key_bit,0x080107ec,30,1.55,match; opsim=0.85,,report.o,0.846
0x0801231c,52,add_key_to_report,0x0801080c,52,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,report.o,1.000
0x08012350,52,del_key_from_report,0x08010840,52,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,report.o,1.000
0x08012384,56,clear_keys_from_report,0x08010874,56,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,report.o,1.000
0x080123bc,72,has_mouse_report_changed,0x080108ac,72,1.90,match; entry=bl; callgraph 0/1; opsim=1.00,,report.o,1.000
