entry,size,name,n_callers,n_callees,is_thunk,signature,strings
0x08014E6E,70,FUN_08014e6e,0,2,0,"undefined4 FUN_08014e6e(int * param_1, int param_2)",
0x08014EB4,30,Vector6C_IRQ11_DMA1_Stream0,0,1,0,"undefined Vector6C_IRQ11_DMA1_Stream0(void)",
0x08014EDC,34,Vector70_IRQ12_DMA1_Stream1,0,1,0,"undefined Vector70_IRQ12_DMA1_Stream1(void)",
0x08014F08,34,Vector74_IRQ13_DMA1_Stream2,0,1,0,"undefined Vector74_IRQ13_DMA1_Stream2(void)",
0x08014F34,34,Vector78_IRQ14_DMA1_Stream3,0,1,0,"undefined Vector78_IRQ14_DMA1_Stream3(void)",
0x08014F60,30,Vector7C_IRQ15_DMA1_Stream4,0,1,0,"undefined Vector7C_IRQ15_DMA1_Stream4(void)",
0x08014F88,34,Vector80_IRQ16_DMA1_Stream5,0,1,0,"undefined Vector80_IRQ16_DMA1_Stream5(void)",
0x08014FB4,34,Vector84_IRQ17_DMA1_Stream6,0,1,0,"undefined Vector84_IRQ17_DMA1_Stream6(void)",
0x08014FE0,34,VectorFC_IRQ47_DMA1_Stream7,0,1,0,"undefined VectorFC_IRQ47_DMA1_Stream7(void)",
0x0801500C,30,Vector120_IRQ56_DMA2_Stream0,0,1,0,"undefined Vector120_IRQ56_DMA2_Stream0(void)",
0x08015034,34,Vector124_IRQ57_DMA2_Stream1,0,1,0,"undefined Vector124_IRQ57_DMA2_Stream1(void)",
0x08015060,34,Vector128_IRQ58_DMA2_Stream2,0,1,0,"undefined Vector128_IRQ58_DMA2_Stream2(void)",
0x0801508C,34,Vector12C_IRQ59_DMA2_Stream3,0,1,0,"undefined Vector12C_IRQ59_DMA2_Stream3(void)",
0x080150B8,30,Vector130_IRQ60_DMA2_Stream4,0,1,0,"undefined Vector130_IRQ60_DMA2_Stream4(void)",
0x080150E0,34,Vector150_IRQ68_DMA2_Stream5,0,1,0,"undefined Vector150_IRQ68_DMA2_Stream5(void)",
0x0801510C,34,Vector154_IRQ69_DMA2_Stream6,0,1,0,"undefined Vector154_IRQ69_DMA2_Stream6(void)",
0x08015138,36,Vector158_IRQ70_DMA2_Stream7,0,1,0,"undefined Vector158_IRQ70_DMA2_Stream7(void)",
0x08015164,54,FUN_08015164,1,0,0,"undefined FUN_08015164(void)",
0x080151A8,164,FUN_080151a8,1,1,0,"undefined4 * FUN_080151a8(uint param_1, char param_2, int param_3, undefined4 param_4)",
0x08015258,78,FUN_08015258,2,1,0,"undefined FUN_08015258(int param_1)",
0x080152B0,104,FUN_080152b0,1,0,0,"undefined FUN_080152b0(uint param_1, uint param_2)",
0x0801531C,22,FUN_0801531c,1,0,0,"undefined FUN_0801531c(void)",
0x08015338,214,FUN_08015338,17,0,0,"undefined FUN_08015338(uint * param_1, uint param_2, uint param_3)",
0x08015410,94,FUN_08015410,2,0,0,"undefined FUN_08015410(uint param_1, uint param_2, uint param_3)",
0x08015474,76,FUN_08015474,1,0,0,"undefined FUN_08015474(undefined4 param_1, uint param_2)",
0x080154CC,86,FUN_080154cc,4,0,0,"undefined FUN_080154cc(int param_1)",
0x08015522,20,FUN_08015522,3,1,0,"undefined FUN_08015522(int param_1, int param_2)",
0x08015538,22,FUN_08015538,0,1,0,"undefined FUN_08015538(void)",
0x08015558,178,FUN_08015558,1,3,0,"undefined FUN_08015558(char * param_1)",
0x08015624,60,FUN_08015624,1,2,0,"undefined FUN_08015624(char * param_1)",
0x08015668,168,FUN_08015668,1,2,0,"undefined FUN_08015668(int param_1)",
0x08015718,24,FUN_08015718,1,0,0,"undefined FUN_08015718(int param_1)",
0x08015730,268,FUN_08015730,1,1,0,"undefined FUN_08015730(int param_1, uint param_2)",
0x0801584E,26,FUN_0801584e,1,0,0,"undefined4 FUN_0801584e(int param_1, int param_2)",
0x08015868,26,FUN_08015868,1,0,0,"undefined4 FUN_08015868(int param_1, int param_2)",
0x08015882,18,FUN_08015882,1,1,0,"undefined FUN_08015882(int param_1, int param_2, undefined4 * param_3)",
0x08015894,122,FUN_08015894,2,0,0,"undefined FUN_08015894(int param_1, int param_2)",
0x08015910,170,FUN_08015910,1,2,0,"undefined FUN_08015910(uint param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)",
0x080159C0,138,FUN_080159c0,2,0,0,"undefined FUN_080159c0(int param_1, uint param_2)",
0x08015A4C,268,FUN_08015a4c,1,2,0,"undefined FUN_08015a4c(uint param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)",
0x08015B5C,706,Vector14C_IRQ67_OTG_FS,0,9,0,"undefined Vector14C_IRQ67_OTG_FS(undefined4 param_1, undefined4 param_2, undefined1 * param_3)",
0x08015E24,20,FUN_08015e24,3,0,0,"undefined FUN_08015e24(int param_1, int param_2)",
0x08015E38,20,FUN_08015e38,3,0,0,"undefined FUN_08015e38(int param_1, int param_2)",
0x08015E4C,20,FUN_08015e4c,1,0,0,"undefined FUN_08015e4c(int param_1, int param_2)",
0x08015E60,20,FUN_08015e60,1,0,0,"undefined FUN_08015e60(int param_1, int param_2)",
0x08015E74,20,FUN_08015e74,2,0,0,"undefined FUN_08015e74(void)",
0x08015E8C,4,FUN_08015e8c,0,0,0,"undefined4 FUN_08015e8c(void)",
0x08015E90,42,FUN_08015e90,0,0,0,"undefined4 FUN_08015e90(int param_1, int param_2, int param_3, undefined1 * param_4)",
0x08015EBA,58,FUN_08015eba,0,0,0,"undefined4 FUN_08015eba(int param_1, int param_2, int param_3, byte * param_4)",
0x08015EF4,94,Vector48_IRQ2_TAMP_STAMP,0,1,0,"undefined Vector48_IRQ2_TAMP_STAMP(void)",
0x08015F5C,48,Vector4C_IRQ3_RTC_WKUP,0,1,0,"undefined Vector4C_IRQ3_RTC_WKUP(void)",
0x08015F94,66,VectorE4_IRQ41_RTC_Alarm,0,1,0,"undefined VectorE4_IRQ41_RTC_Alarm(void)",
0x08015FE0,106,FUN_08015fe0,0,4,0,"undefined FUN_08015fe0(void)",
0x08016058,212,FUN_08016058,0,3,0,"undefined FUN_08016058(int param_1, byte * param_2)",
0x08016130,240,FUN_08016130,0,2,0,"undefined FUN_08016130(int param_1, uint * param_2)",
0x0801622C,46,FUN_0801622c,2,0,0,"undefined FUN_0801622c(int param_1)",
0x0801625C,160,FUN_0801625c,3,1,0,"undefined4 FUN_0801625c(undefined1 * param_1)",
0x08016304,56,FUN_08016304,0,3,0,"undefined FUN_08016304(undefined1 * param_1, uint param_2)","08016816:DMA failure"
0x08016340,132,FUN_08016340,0,3,0,"undefined FUN_08016340(char * param_1, uint param_2)","08016816:DMA failure"
0x080163C8,30,FUN_080163c8,0,1,0,"undefined FUN_080163c8(void)",
0x080163F4,186,FUN_080163f4,1,3,0,"undefined4 FUN_080163f4(char * param_1)",
0x080164C0,66,FUN_080164c0,1,2,0,"undefined FUN_080164c0(char * param_1)",
0x0801650C,54,FUN_0801650c,1,0,0,"undefined4 FUN_0801650c(int param_1, uint param_2, uint param_3, uint param_4)",
0x080165C0,40,FUN_080165c0,1,1,0,"undefined FUN_080165c0(void)",
0x080165E8,30,FUN_080165e8,1,0,0,"undefined FUN_080165e8(undefined4 * param_1, undefined4 * param_2)",
0x08016608,118,FUN_08016608,1,2,0,"undefined FUN_08016608(void)",
0x0801668C,2,FUN_0801668c,1,0,0,"undefined FUN_0801668c(void)",
0x0801668E,10,FUN_0801668e,1,0,0,"undefined4 FUN_0801668e(undefined4 * param_1)",
0x08016698,4,FUN_08016698,2,0,0,"undefined4 FUN_08016698(void)",
0x080166A4,26,FUN_080166a4,2,1,0,"int FUN_080166a4(undefined4 * param_1, int param_2)",
0x080166BE,24,FUN_080166be,2,1,0,"undefined4 FUN_080166be(undefined4 param_1, undefined4 param_2, byte * param_3)",
0x080166D6,4,FUN_080166d6,1,0,0,"undefined4 FUN_080166d6(void)",
0x080166DC,16,FUN_080166dc,1,2,0,"undefined8 FUN_080166dc(void)",
0x080166EC,16,FUN_080166ec,1,2,0,"undefined8 FUN_080166ec(void)",
0x080166FC,4,FUN_080166fc,0,0,0,"undefined4 FUN_080166fc(void)",
0x08016700,2,FUN_08016700,0,0,0,"undefined FUN_08016700(void)",
